responseId,LocationLatitude,LocationLongitude,2020_GISJOIN,2010_GISJOIN,2020G_FIPS,RUCC_2023,NotInUS
R_7KuUaEb1FZV7MWN,40.5697,-74.1184,G36008500134003,G36008500134003,G36085,1,0
R_6mROzNJk6vvef4J,34.7448,-92.2883,G05011900044002,G05011900044002,G05119,2,0
R_6EgZcDegkmgsyLH,47.2123,-123.0971,G53004509608003,G53004509608003,G53045,4,0
R_7N1rKn09LdWIspz,29.1566,-81.0268,G12012700824141,G12012700824141,G12127,2,0
R_55ECKtlgF5OJm3I,30.2459,-90.9158,G22000500304041,G22000500304011,G22005,2,0
R_7nekUNhXWP80KjI,39.9758,-83.12,G39004900081721,G39004900081422,G39049,1,0
R_3VIMNfFJzbli5fD,33.4941,-84.3809,G13006300406312,G13006300406201,G13063,1,0
R_6PqlPovRTm5opSD,28.5788,-81.4396,G12009500124031,G12009500124031,G12095,1,0
R_3gimdeFGJ2dtrnj,41.4951,-81.4657,G39003501791011,G39003501791011,G39035,1,0
R_3fCdBAW03elX89H,47.6195,-117.5643,G53006300104011,G53006300104012,G53063,2,0
R_6CzTTjov1gGqDXb,35.7319,-81.7091,G37002300214001,G37002300214003,G37023,2,0
R_5lAh5nEIPYHR845,41.9574,-87.9808,G17004308401034,G17004308401034,G17043,1,0
R_55kB2y5oi78G9eF,38.9258,-77.3939,G51005904811062,G51005904811062,G51059,1,0
R_1TTdboozhwmUSG9,40.4339,-79.9996,G42000300201004,G42000300201005,G42003,1,0
R_7pQdU6fiFrMaTi8,33.6934,-84.448,G13012100112032,G13012100112013,G13121,1,0
R_5e8ePIwbbEXTkkS,35.1243,-78.8979,G37005100025014,G37005100025013,G37051,2,0
R_5L57jfZIzmyCuNX,34.0706,-117.9393,G06003704067021,G06003704067021,G06037,1,0
R_1fMImVBakDPoCeY,36.5809,-82.2033,G47016300427041,G47016300427012,G47163,2,0
R_6IYGK1pY4652Vko,38.4409,-81.4799,G54003900111003,G54003900111003,G54039,3,0
R_7KOTLy6Was5utx6,40.631,-91.3395,G19011104901002,G19011104901003,G19111,7,0
R_3e8VxZ8Laam5XKi,30.3478,-81.6493,G12003100012001,G12003100012003,G12031,1,0
R_39pkE8gxkY5vQA9,34.1413,-118.6599,G06003708002041,G06003708002041,G06037,1,0
R_6DGYGhjPM5H8GZH,47.5834,-122.2979,G53003300095002,G53003300095002,G53033,1,0
R_5mVtQWd8UEpoOsx,40.0207,-82.8115,G39004900073033,G39004900073962,G39049,1,0
R_1N9vmF1OIZ15lVQ,44.009,-92.3934,G27010900009013,G27010900009013,G27109,3,0
R_13ajEiO2QcqEpxP,40.8352,-73.0434,G36010301585145,G36010301585085,G36103,1,0
R_71bJO5tf4QLHUjh,33.7372,-117.8232,G06005900755141,G06005900755141,G06059,1,0
R_3e5ickiNueteDef,42.4754,-73.822,G36000100144012,G36000100144012,G36001,2,0
R_1Sltfu7SNxw7DNv,38.8956,-89.3967,G17000509513001,G17000509513001,G17005,1,0
R_7mf27LCFPpdFcVq,41.7669,-87.5542,G17003104314002,G17003104314002,G17031,1,0
R_5gT00L2TrtAIpjV,33.8681,-118.1831,G06003705705041,G06003705705011,G06037,1,0
R_7kzkHJGYvivOBT2,39.3179,-84.2483,G39016500322021,G39016500322021,G39165,1,0
R_1YWUN7mQnOK8KTG,26.1167,-80.1286,G12001100419002,G12001100419002,G12011,1,0
R_1cV7jkXpVA4mvq6,32.185,-110.8171,G04001900040353,G04001900040353,G04019,1,0
R_7g8FwEY8FdQn6ab,36.1671,-86.7861,G47003700195031,G47003700195003,G47037,1,0
R_78Gadvc8H3fQrIJ,41.4866,-81.8037,G39003501604003,G39003501604003,G39035,1,0
R_7kHQ5H3WUrzYnkU,40.5153,-112.0316,G49003501131141,G49003501131071,G49035,1,0
R_6EcFmxK8zgyxlry,30.2948,-91.8296,G22009900203034,G22009900203023,G22099,2,0
R_5zNsJSnoohdElPC,35.2233,-82.7455,G37017509602021,G37017509602001,G37175,6,0
R_3OW6N4b2DlYShSU,59.8361,-151.7011,G02012200008002,G02012200008002,G02122,7,0
R_7kwc5losT70d44T,41.6078,-87.7524,G17003108250003,G17003108250003,G17031,1,0
R_1Oyk9XODrgrBrX3,41.923,-87.7531,G17003101911005,G17003101911005,G17031,1,0
R_71aAbQiHuCOsv7G,43.7409,-87.7298,G55011700009002,G55011700009002,G55117,3,0
R_3dXY1dYTRfwpexD,35.0597,-79.0058,G37005100033111,G37005100033111,G37051,2,0
R_7xumiK3S8szLwfD,33.7344,-84.0986,G13008900233182,G13008900233031,G13089,1,0
R_7Mg7XjILmevjFme,40.505,-121.8857,G06008900126032,G06008900126032,G06089,3,0
R_1KAqM15UXVlb47I,35.8684,-80.315,G37005700612022,G37005700612022,G37057,2,0
R_6M0S356Q3kPdDxd,40.4693,-88.9424,G17011300011072,G17011300011042,G17113,3,0
R_3CZdeiYiSWdMrEA,39.9635,-75.2297,G42010100094002,G42010100094002,G42101,1,0
R_7OrY72CwfAHtse5,30.2712,-81.7529,G12003100126022,G12003100126022,G12031,1,0
R_12Aq4T2fEgk8i2Z,35.1712,-80.7939,G37011900020062,G37011900020022,G37119,1,0
R_6P7UC5TOxiKgnfv,38.1405,-85.6936,G21011100119041,G21011100119041,G21111,1,0
R_7fICq49WvCMw9TE,37.6747,-95.4552,G20013309518004,G20013309518004,G20133,7,0
R_6MrjKOSwiWINhM9,33.5017,-86.8803,G01007300031005,G01007300031005,G01073,1,0
R_3HSvKFxOExQEO3r,33.8769,-79.0512,G45005100707012,G45005100707013,G45051,2,0
R_79uKEXW1uGExUVj,39.9301,-77.6601,G42005500109003,G42005500109003,G42055,3,0
R_1YJixf1uCAfZ6ut,47.8561,-121.9467,G53006100522074,G53006100522073,G53061,1,0
R_7Hn6JsS0hVCHXry,41.8719,-87.6589,G17003102832001,G17003102832001,G17031,1,0
R_3aLbmR8MRbvvGIQ,39.7362,-121.8378,G06000700007003,G06000700007003,G06007,3,0
R_37rmoEpzawkyh4l,40.4339,-79.9996,G42000300201004,G42000300201005,G42003,1,0
R_7MArFwNLz6slJ2W,29.6856,-95.1186,G48020103427003,G48020103427003,G48201,1,0
R_32FzwUiEivRwoGP,41.3811,-83.6556,G39017300216013,G39017300216004,G39173,2,0
R_39mGETCvnw56E2y,30.4509,-91.1563,G22003300016001,G22003300016001,G22033,2,0
R_7DqZRk4FH9LHx5f,35.3965,-119.1268,G06002900038073,G06002900038071,G06029,2,0
R_1vc5Df8eaEYClxv,48.8398,-99.771,G38007909418002,G38007909418002,G38079,9,0
R_77OqLKTYEdv1f9L,40.8703,-73.8525,G36000500348002,G36000500348002,G36005,1,0
R_7CfIw5Jol17zn78,36.7405,-119.7508,G06001900027021,G06001900027021,G06019,1,0
R_6jc8KSgrYXn1DQs,44.6996,-73.4473,G36001901032002,G36001901014001,G36019,4,0
R_1LOLbYBPCjg42vg,33.919,-117.2359,G06006500425161,G06006500425161,G06065,1,0
R_1BOSlRIN3VBl89d,39.9241,-105.0639,G08001400303002,G08001400303002,G08014,1,0
R_3ptwBsWDq6zDsTV,37.0578,-76.46,G51070000316042,G51070000316013,G51700,1,0
R_7xXFOZSah3nVu8P,26.1966,-97.6912,G48006100107002,G48006100107002,G48061,2,0
R_11oP1JoL3JVcNAN,40.8731,-73.8726,G36000500334001,G36000500334001,G36005,1,0
R_1mmgZRt3KnLWp3v,42.4261,-83.2514,G26016305412002,G26016305412001,G26163,1,0
R_1Ckcr5NuHUHYJPW,44.9834,-93.2622,G27005301261011,G27005301261002,G27053,1,0
R_1p3kjyXICotBiu3,40.8171,-73.9392,G36006100230002,G36006100230002,G36061,1,0
R_3QlIAjhI4XrvDIY,30.6826,-94.8988,G48037302101052,G48037302101022,G48373,6,0
R_1KYBwPEnAc2zdlj,40.8226,-96.6764,G31010900008001,G31010900008001,G31109,2,0
R_3FghBCFmzuz5ftT,39.7388,-104.9868,G08003100027041,G08003100027011,G08031,1,0
R_1Qg54330hOZvTzK,25.9562,-80.1828,G12008600098061,G12008600098061,G12086,1,0
R_3norzh5HXqzDrnJ,37.9977,-88.9342,G17005500406001,G17005500406001,G17055,7,0
R_62QCFdXvHHOyWls,27.787,-82.6761,G12010300229011,G12010300229011,G12103,1,0
R_6DZxzX6hnEmq8Mn,33.9249,-117.4592,G06006500412011,G06006500412011,G06065,1,0
R_17B6PZ5TqKjnxIK,42.4261,-83.2514,G26016305412002,G26016305412001,G26163,1,0
R_578TCGgsc2ihnFd,40.65,-112.0061,G49003501138051,G49003501138031,G49035,1,0
R_1CYbAGgxiARS31n,36.1671,-86.7861,G47003700195031,G47003700195003,G47037,1,0
R_3NE0WLi3mX2YqoQ,38.8794,-94.5174,G29009500133134,G29009500133132,G29095,1,0
R_15zG17oeqBgeis1,39.0421,-95.7187,G20017700019004,G20017700019004,G20177,3,0
R_7JdYa3NYa0fNAuB,43.4037,-82.844,G26015109709004,G26015109709004,G26151,8,0
R_1CEACQ0bX5yPRg5,47.203,-122.4882,G53005300626001,G53005300626001,G53053,1,0
R_7CTCa24lOZSJKS7,36.8848,-76.1472,G51081000412002,G51081000412002,G51810,1,0
R_5pXqhiPMv4yrReg,29.7646,-95.3657,G48020109807001,G48020101000003,G48201,1,0
R_3DiM0XURLoGC5OG,33.3322,-111.9942,G04001301167111,G04001301167111,G04013,1,0
R_1arYbs5ZWPVI745,32.8236,-96.6814,G48011300124003,G48011300124006,G48113,1,0
R_62nUA8TQQsXjAO8,37.6275,-97.3559,G20017300054022,G20017300054002,G20173,2,0
R_5Qm7ONq7uT03zSM,38.7518,-90.3038,G29018902126003,G29018902126003,G29189,1,0
R_1X5xUIZzn1PYwZa,41.8734,-87.8107,G17003108161001,G17003108161001,G17031,1,0
R_1L1LZLnjlBfXz0t,28.8,-82.1303,G12011909104012,G12011909104012,G12119,3,0
R_7B3wOLIxZTlui89,42.5601,-87.8756,G55005900025001,G55005900025001,G55059,3,0
R_57DwaOvY33OcQvf,38.8868,-94.8223,G20009100528032,G20009100528032,G20091,1,0
R_1eOJOgkJvwMXNyC,25.4785,-80.4844,G12008600112032,G12008600112023,G12086,1,0
R_6MRg3mj5RNkuMo1,33.5796,-102.3633,G48021909505001,G48021909505001,G48219,2,0
R_1HM77gKR9YcDSYb,33.1909,-96.6198,G48008500308021,G48008500308021,G48085,1,0
R_3pKowYJgmBatinf,45.5282,-122.6355,G41005100020013,G41005100020001,G41051,1,0
R_1rT90pqEZsOD8PG,40.3062,-76.8841,G42004300211002,G42004300211002,G42043,2,0
R_69gNwQikVCdL0HP,47.4467,-122.2684,G53003300283002,G53003300283002,G53033,1,0
R_7rGPTb7uwf2pEgP,26.348,-80.1498,G12009900076132,G12009900076132,G12099,1,0
R_1NlH1HYaMLabcSk,33.4656,-111.9956,G04001301136013,G04001301136011,G04013,1,0
R_7oXyV77IZgabmxj,39.8655,-86.122,G18009703214004,G18009703214004,G18097,1,0
R_6lsLBxNl3GTrNe8,32.8964,-96.8635,G48011300096073,G48011300096073,G48113,1,0
R_1ZIA2OGbjGjhAhH,34.11,-118.2607,G06003701871021,G06003701871021,G06037,1,0
R_1LLff7mM6qnOfcZ,34.7448,-92.2883,G05011900044002,G05011900044002,G05119,2,0
R_62zgrSN3Y7j7USi,42.3026,-71.4306,G25001703836004,G25001703836004,G25017,1,0
R_1OH2SYBSzR9xjRe,32.7797,-96.8022,G48011300031021,G48011300031012,G48113,1,0
R_7glMb8UE9Y49lLj,35.8001,-83.8811,G47000900113012,G47000900113013,G47009,2,0
R_5v85v0tLEjjqGUV,30.4509,-91.1563,G22003300016001,G22003300016001,G22033,2,0
R_6TUcURpM4v7fZcu,41.4535,-74.4774,G36007100114003,G36007100114003,G36071,2,0
R_6ctS00GmPwW76ib,37.744,-80.4629,G54002509507022,G54002509507006,G54025,6,0
R_6Z7CeCqVQJrETT3,30.3524,-81.5867,G12003100149013,G12003100149013,G12031,1,0
R_7OlshQuae5cmldn,19.0962,-155.7262,G15000100212034,G15000100212022,G15001,5,0
R_717mIg9j2lg4b80,35.2296,-80.843,G37011900001041,G37011900001003,G37119,1,0
R_1HcJXBMUZ2yuEo7,47.8022,-122.286,G53006100513011,G53006100513001,G53061,1,0
R_7BWTm4ZEfnz1JIp,44.3692,-103.3617,G46009300203022,G46009300203022,G46093,3,0
R_5R80msGtCf6DW3w,34.5251,-82.6307,G45000700003002,G45000700003002,G45007,2,0
R_31ZqSIHF9XkKAJ1,38.412,-82.3698,G54001100001012,G54001100001012,G54011,2,0
R_7DHXALXzAuJHg4h,41.8502,-87.6736,G17003108432001,G17003108432001,G17031,1,0
R_52e4tpc2qlcbI6l,36.8797,-76.2644,G51071000030001,G51071000030001,G51710,1,0
R_1QmGJMTG2UdMQB0,41.7015,-83.4833,G39009500012012,G39009500012012,G39095,2,0
R_5c76PXrWFvTjbzj,41.9846,-91.627,G19011300016001,G19011300016001,G19113,2,0
R_1t4hvr4U6obviXn,44.3056,-94.4694,G27001509602003,G27001509602003,G27015,6,0
R_5oC7U3wQSeIBhxS,41.7711,-76.766,G42001509507004,G42001509507004,G42015,6,0
R_7GU0dLEhNXvI6aX,40.1502,-79.8792,G42012908052001,G42012908052001,G42129,1,0
R_6YKgcx9i01MbW0h,43.1702,-77.6923,G36005500143012,G36005500143011,G36055,1,0
R_1oM8VC4oAl8azqp,41.5271,-87.2533,G18008900420001,G18008900420001,G18089,1,0
R_1gvaCjc5Z0ciOvP,30.3516,-95.6878,G48033906945011,G48033906945001,G48339,1,0
R_31zd0I7Ih76NYx5,38.8597,-77.198,G51005904506013,G51005904506013,G51059,1,0
R_1fv6rZYZyb9l1ME,44.0563,-122.9164,G41003900018031,G41003900018031,G41039,2,0
R_303O85va64uVO6J,39.2454,-84.2537,G39002500403021,G39002500403021,G39025,1,0
R_5MQCF3NSiTVutS0,41.9984,-87.7108,G17003108080022,G17003108080022,G17031,1,0
R_7CpD1t5doKemsv7,40.8492,-73.9735,G34000300192021,G34000300192021,G34003,1,0
R_1SWy6JoGQvikQRX,30.3511,-81.506,G12003100143283,G12003100143283,G12031,1,0
R_7oxqqNz2zoxySkh,39.264,-81.5332,G54010700106021,G54010700106021,G54107,3,0
R_1QKMSmYle6fqcNV,32.3886,-86.1691,G01010100054142,G01010100054083,G01101,2,0
R_3YKxGcC3S19DHMa,42.3939,-71.2174,G25001703690001,G25001703690001,G25017,1,0
R_1rYxFe0EeGzj4qV,40.7337,-74.1939,G34001300230001,G34001300230001,G34013,1,0
R_6viFCcPzWZrMXUD,37.722,-122.4774,G06007500332011,G06007500332011,G06075,1,0
R_63Ek5do1S36tBxK,42.428,-71.0618,G25001703415001,G25001703415001,G25017,1,0
R_7Of1DzTz7hsXlBL,33.6934,-84.448,G13012100112032,G13012100112013,G13121,1,0
R_3gu725e6l9e2VY9,41.7166,-71.1431,G25000506422004,G25000506422004,G25005,1,0
R_6neu2rPVfZPjDrz,40.873,-73.8233,G36000500462033,G36000500462011,G36005,1,0
R_17v4SQTMYjdWqLZ,32.9031,-84.3314,G13029300104023,G13029300104003,G13293,6,0
R_3JYvnv7RPgyYWgV,40.8795,-79.93,G42001909028001,G42001909028001,G42019,1,0
R_62gdYw6AYmxK729,40.7064,-73.9473,G36004700511001,G36004700511001,G36047,1,0
R_1MrqLwpyZ1XS0bn,42.5686,-83.0668,G26009902314003,G26009902314003,G26099,1,0
R_3vf374KuH5Hn3up,32.5484,-85.4682,G01008100421042,G01008100421024,G01081,3,0
R_1dGKyltiGvwsCvU,36.2542,-81.7634,G37018909203001,G37018909203001,G37189,5,0
R_60IOosvNLerxUmG,36.8366,-76.1624,G51081000460091,G51081000460091,G51810,1,0
R_1H1UI33Xn6iTT7b,40.8125,-74.2134,G34001300168001,G34001300168001,G34013,1,0
R_1n6dqmZt4yezmU1,40.1994,-74.712,G34002100027013,G34002100027013,G34021,2,0
R_69ugf0aSRyttd6D,44.1496,-103.1927,G46009300203023,G46009300203023,G46093,3,0
R_5EWOvW124MooFn3,25.8906,-80.1784,G12008600002193,G12008600002192,G12086,1,0
R_3DYcR1XTzx9OPVe,40.6027,-75.4778,G42007700018002,G42007700018002,G42077,2,0
R_3IN46BpibVY8EKS,38.7947,-82.9286,G39014500031001,G39014500031001,G39145,4,0
R_7OVM2m0K4bOEYz7,29.4843,-81.2042,G12003500602133,G12003500602131,G12035,2,0
R_1W36yvzmgcyBp2F,36.879,-86.7223,G21014109601002,G21014109601002,G21141,6,0
R_3VvIrg0S9oAaLUP,40.7064,-73.9473,G36004700511001,G36004700511001,G36047,1,0
R_1bDmOJLYsZR3dbb,40.8968,-80.8615,G39002909507003,G39002909507004,G39029,4,0
R_3I3KhJfZ9y12YzE,41.1607,-80.0841,G42008500329001,G42008500329001,G42085,4,0
R_7mEnpApDxHYJZ9n,30.0106,-95.4498,G48020105503071,G48020105503023,G48201,1,0
R_7QXCgwHYVSWu4fn,41.4344,-81.6373,G39003501961001,G39003501961001,G39035,1,0
R_5buo5EGoE72LrhL,39.1937,-84.734,G39006100204031,G39006100204031,G39061,1,0
R_68fjRhMSWA2PLGh,41.141,-81.4768,G39015305206002,G39015305206002,G39153,2,0
R_3fHLfrIdMKgKk9Q,25.9442,-80.1406,G12008600001325,G12008600001325,G12086,1,0
R_1gTL1psZPWlovgu,36.104,-93.7249,G05008709602001,G05008709602001,G05087,2,0
R_3CCMu01ANHah3Ck,40.7297,-73.8163,G36008100779061,G36008100779061,G36081,1,0
R_7Eo3Drq61YzHTzk,38.6961,-90.2544,G29051001074002,G29051001074002,G29510,1,0
R_72bTOcy029Voy8f,30.2755,-81.5815,G12003100159242,G12003100159242,G12031,1,0
R_1EcQFpeJTFbXDvl,42.541,-75.899,G36002309711004,G36002309711004,G36023,4,0
R_1yLphDyGT3SieS5,36.5036,-79.758,G37015700403002,G37015700403002,G37157,2,0
R_6gewTQ4qpJfy8mm,40.5222,-78.4034,G42001301007001,G42001301007001,G42013,3,0
R_1JIokDiEX18iFy5,42.5784,-84.4551,G26006500063022,G26006500063022,G26065,2,0
R_710AsaYk6OYbbWp,33.3725,-112.5768,G04001300507021,G04001300507021,G04013,1,0
R_1fJiLiTsj4jxqwn,40.7823,-73.7776,G36008100997042,G36008100997042,G36081,1,0
R_3ZduerHJ4Wc2KIN,34.1852,-82.3778,G45000109504011,G45000109504003,G45001,6,0
R_6sbvJRIsGuazZ5f,42.4681,-83.1882,G26012501714001,G26012501714001,G26125,1,0
R_1e6wakrVndeFxMB,33.6613,-112.0398,G04001306169001,G04001306169001,G04013,1,0
R_6jXiiOX8I0flVuh,43.082,-96.1747,G19016700707012,G19016700707004,G19167,6,0
R_6tnuK5qGgleL5SG,28.6344,-81.6221,G12009509900000,G12009509900000,G12095,1,0
R_6IRd4Ot7csi4lN9,36.8366,-76.1624,G51081000460091,G51081000460091,G51810,1,0
R_3RbFgg09GF10Lo5,36.0958,-79.2743,G37000100212063,G37000100212063,G37001,3,0
R_7fcl8aajqiVyO4X,35.4884,-97.5706,G40010901021002,G40010901021002,G40109,1,0
R_3EExucG1wcSLzKn,36.2598,-94.472,G05000700213122,G05000700213014,G05007,2,0
R_7E6EXasjhVeBwfJ,43.3238,-73.6772,G36011300707014,G36011300707011,G36113,3,0
R_7dm2QMD3m4ecSU5,35.5831,-78.7881,G37018300531121,G37018300531072,G37183,1,0
R_5H5yELptegXiQlR,34.0634,-118.4667,G06003709800171,G06003707011001,G06037,1,0
R_1FQdA3saSO30nQ1,40.009,-76.3631,G42007100137012,G42007100137012,G42071,2,0
R_5qMKsZGg216sfL3,38.9268,-94.7134,G20009100530132,G20009100530023,G20091,1,0
R_1luhKMjK6XiWz4L,30.3478,-81.6493,G12003100012001,G12003100012003,G12031,1,0
R_6zT0k0DzyWQftHM,39.2034,-84.5818,G39006100207642,G39006100207612,G39061,1,0
R_61G7phR81wNypy9,39.0127,-77.5342,G51010706110281,G51010706110242,G51107,1,0
R_5GB2HlAoaIVLYdT,40.6858,-75.6237,G42007700055051,G42007700055051,G42077,2,0
R_5THsBpj9Tpma8jw,40.2059,-79.9518,G42012507727001,G42012507727001,G42125,1,0
R_6SYVduLO0N0mtfX,38.9301,-78.1887,G51018700205001,G51018700205001,G51187,1,0
R_3aWuEtVwCffZjPU,39.8291,-86.0859,G18009703227002,G18009703227002,G18097,1,0
R_5mdwkj2eWzZfvQQ,43.3904,-86.3315,G26012100037023,G26012100037003,G26121,3,0
R_5AAk2R9uykywQ2l,37.0453,-76.3404,G51065000108002,G51065000108002,G51650,1,0
R_13iqpbonUkG9PKV,35.1947,-80.744,G37011900019193,G37011900019193,G37119,1,0
R_5JDEsKFv4k0HSiK,42.4945,-71.0715,G25001703352004,G25001703352004,G25017,1,0
R_7gYFz6vC5h3WYic,38.731,-90.1097,G17011904008011,G17011904008011,G17119,1,0
R_5N3275JYQKnYvbZ,34.3379,-79.4411,G45003309706013,G45003309706004,G45033,6,0
R_7wAfZhMhilMSv1n,41.61,-70.9193,G25000506527004,G25000506527004,G25005,1,0
R_1SJ2PQD8Z05NnJa,36.3621,-92.3717,G05000509503001,G05000509503001,G05005,7,0
R_3fiVyUAmp84RB29,42.1816,-76.8295,G36001500107011,G36001500107005,G36015,3,0
R_3sXvwdF64m8LQuG,46.1406,-122.8856,G53001500012002,G53001500012002,G53015,3,0
R_3rx2WaDHDMgiPhC,40.7114,-74.0005,G36006100027001,G36006100027001,G36061,1,0
R_1In08nPnlX98I2t,39.9828,-75.8239,G42002903056002,G42002903056002,G42029,1,0
R_5nOr2SGZr1JP4pN,42.4723,-82.9967,G26009902684001,G26009902684001,G26099,1,0
R_7R9UqMoUJQ3Y2up,41.9015,-93.5998,G19016900101021,G19016900101003,G19169,3,0
R_5k0t6PNZNSMZxlT,34.7448,-92.2883,G05011900044002,G05011900044002,G05119,2,0
R_5GmJoYfF8GDsCl3,35.2227,-80.7938,G37011900012003,G37011900012003,G37119,1,0
R_5ab3KvBOJLQS2g0,43.6208,-73.2676,G50002109637001,G50002109637001,G50021,7,0
R_7uEAIWDrqs7vUrv,39.7321,-104.9555,G08003100033004,G08003100033004,G08031,1,0
R_5YJdENSyG3mbusp,40.0565,-86.0159,G18005701106001,G18005701106001,G18057,1,0
R_3LkdoIVKF7Q3r4m,47.1443,-122.2545,G53005300731103,G53005300731101,G53053,1,0
R_3EgG4Esd8TcDRTU,39.8691,-80.8159,G39001300110003,G39001300110003,G39013,3,0
R_1niamh5S8XRqkdh,46.7998,-92.0907,G27013700012002,G27013700012002,G27137,2,0
R_3CMaoM5bxMKiihb,41.0683,-76.2459,G42003700506002,G42003700506002,G42037,4,0
R_5zqKY5aM9utyGXi,40.8325,-75.7014,G42002500207004,G42002500207004,G42025,2,0
R_1MFnzcI40FesYqU,30.2095,-97.7972,G48045300304002,G48045300017132,G48453,1,0
R_3DaP1RULiXXaKjL,39.9301,-77.6601,G42005500109003,G42005500109003,G42055,3,0
R_3pcmDOGUfjIgpY2,30.3524,-81.5867,G12003100149013,G12003100149013,G12031,1,0
R_3AKkSKvm5Djp5XS,39.0968,-84.1488,G39002500410022,G39002500410003,G39025,1,0
R_308H6VgYsWOzidu,36.8366,-76.1624,G51081000460091,G51081000460091,G51810,1,0
R_7yfk4Hx09o8cbLZ,45.4636,-98.4829,G46001309515003,G46001309515003,G46013,5,0
R_3jMSgFBGfYX4tdb,28.53,-81.4807,G12009500148071,G12009500148071,G12095,1,0
R_3qao6RsTyzxY8xs,33.7485,-84.3871,G13012100035001,G13012100035001,G13121,1,0
R_7cIl7BfUPd0QxqN,33.5492,-84.3938,G13006300405331,G13006300405242,G13063,1,0
R_7rT2HQWuO8LM76D,39.1667,-121.5048,G06011500409011,G06011500409011,G06115,3,0
R_7UPlSrEvtEqosH7,37.0578,-76.46,G51070000316042,G51070000316013,G51700,1,0
R_5jEjYSes6KWxkIN,43.1147,-85.5177,G26008100109031,G26008100109031,G26081,1,0
R_7KJzfZ90VkoQCAP,39.494,-77.4608,G24002107513011,G24002107513011,G24021,1,0
R_3khUI8ass2eHxJL,33.9721,-84.4406,G13006700303651,G13006700303332,G13067,1,0
R_3rIeC3LQMpsxZjd,39.6757,-86.0694,G18009703904102,G18009703904042,G18097,1,0
R_6nj9m0NzJRLXDDm,37.2103,-93.3046,G29007700006004,G29007700006003,G29077,2,0
R_39oJwr57vUtYhNY,43.145,-88.2283,G55013302034033,G55013302034033,G55133,1,0
R_5rIAoNEyynpLyO9,38.9321,-94.4983,G29009500129061,G29009500129061,G29095,1,0
R_7RNYDM4Wz7HxAJc,44.4491,-95.7848,G27008303604002,G27008303604002,G27083,7,0
R_3BbAc0q4SZ3gxxF,38.0936,-84.5009,G21006700038032,G21006700038031,G21067,2,0
R_6CBlhKO0Eq1bqHY,41.6746,-86.0851,G18014100116024,G18014100116024,G18141,2,0
R_55GdCE6WOEp8xgE,32.8261,-96.8345,G48011300004092,G48011300004065,G48113,1,0
R_3vaL72GC0ZSJN1D,41.7323,-88.1282,G17004308462013,G17004308462013,G17043,1,0
R_3ss4lD8yKGeYGvn,34.2015,-84.4222,G13005700906031,G13005700906021,G13057,1,0
R_545V7UtopwsKzTE,36.4442,-92.5832,G05008909603021,G05008909603001,G05089,9,0
R_7nOT5aOkKbJ9fhV,37.5503,-77.3942,G51008702010032,G51008702010032,G51087,1,0
R_64GX92m87DEWJs6,42.3888,-83.1895,G26016305373001,G26016305373001,G26163,1,0
R_5Ct1P9qVEzans8p,40.7609,-80.1094,G42001909118005,G42001909118005,G42019,1,0
R_19d0weGR6Opj0HG,45.7775,-93.6452,G27009501705002,G27009501705002,G27095,1,0
R_1Ddp4K6MDD3buma,40.0373,-105.279,G08001300121054,G08001300121054,G08013,2,0
R_79De4PuvcP5kcet,33.3504,-111.782,G04001304224023,G04001304224023,G04013,1,0
R_7N5fSfuusMMDP3v,33.249,-117.0122,G06007300191102,G06007300191061,G06073,1,0
R_18BpY24OgNNi78l,35.2843,-80.76,G37011900015052,G37011900015051,G37119,1,0
R_7A7cH3VHZeq9jfX,40.0471,-82.9709,G39004900077223,G39004900077223,G39049,1,0
R_3ZQHrKW2w7NqRhL,43.1963,-86.2717,G26012100022004,G26012100022002,G26121,3,0
R_394KvA7YKWd2DIZ,40.8517,-101.7271,G31013509593003,G31013509593003,G31135,9,0
R_5HHNbbjkQWmPG4Q,30.4274,-84.258,G12007300003022,G12007300003022,G12073,2,0
R_3ds5wlrWCiTjb6F,40.5093,-88.9844,G17011300001061,G17011300001021,G17113,3,0
R_5LbVmujQayBHZPo,35.2266,-80.1396,G37016709311021,G37016709311002,G37167,6,0
R_6sysp3ZWVJls3qu,30.7968,-81.7051,G13003900103051,G13003900103013,G13039,4,0
R_3aREuiwTDCuOlSs,32.8754,-96.7103,G48011300130121,G48011300130041,G48113,1,0
R_3oNt8bLqmCJlSA5,40.7238,-74.2293,G34001300129003,G34001300129003,G34013,1,0
R_3Qe7LqkU8oeWRQ5,33.0162,-83.5413,G13016900303062,G13016900303012,G13169,3,0
R_7dPW3BaIIYMGmoB,45.128,-93.4586,G27005300267082,G27005300267082,G27053,1,0
R_7rLjm7sDn2UXN8B,35.4563,-94.3298,G05003300203012,G05003300203012,G05033,3,0
R_6QoUmYZfPysG17S,39.268,-76.851,G24002706023042,G24002706023042,G24027,1,0
R_1dRE3OsYdVe5au8,39.9758,-83.12,G39004900081721,G39004900081422,G39049,1,0
R_1KxtTAbcncgFx7d,39.9486,-75.2339,G42010100081011,G42010100081011,G42101,1,0
R_3TpHw2FK6mFXuPi,40.0794,-76.3141,G42007100118062,G42007100118045,G42071,2,0
R_1kSOfdCeTVyQ3LF,40.8974,-89.0321,G17020300302001,G17020300302001,G17203,2,0
R_11tvwbmY1XS8TTd,37.8479,-81.9961,G54004509562002,G54004509562002,G54045,6,0
